contractSymbol,bid,ask,Predicted Call Price
AAPL240119C00110000,86.2,86.7,86.86961599666984
AAPL240119C00115000,81.2,81.7,81.89206830021202
AAPL240119C00120000,76.25,76.75,76.95947552684808
AAPL240119C00125000,71.3,71.8,72.02669699879297
AAPL240119C00130000,66.35,66.85,67.09406903604955
AAPL240119C00135000,61.4,61.9,62.160719278556556
AAPL240119C00140000,56.45,56.95,57.22853165662795
AAPL240119C00145000,51.7,52.0,52.387619593988745
AAPL240119C00150000,46.55,47.05,47.36122996762825
AAPL240119C00155000,41.6,42.1,42.425489546746434
AAPL240119C00160000,36.65,37.15,37.72314205157943
AAPL240119C00165000,31.75,32.25,32.83244049768726
AAPL240119C00170000,27.0,27.25,27.84614545514094
AAPL240119C00175000,22.2,22.35,22.95203635300564
AAPL240119C00180000,17.35,17.55,18.14549873899759
AAPL240119C00185000,12.85,13.0,13.564227901882106
AAPL240119C00190000,8.75,8.85,9.350705294431123
AAPL240119C00195000,5.25,5.35,5.748164590452632
AAPL240119C00200000,2.72,2.75,3.0173849137537445
AAPL240119C00205000,1.17,1.2,1.3448523797584357
AAPL240119C00210000,0.46,0.47,0.5364561658152915
AAPL240119C00215000,0.19,0.2,0.22809846438627446
AAPL240119C00220000,0.09,0.1,0.11311047356026815
AAPL240119C00225000,0.05,0.07,0.07764804594339925
AAPL240119C00230000,0.04,0.05,0.05532858146237718
AAPL240119C00235000,0.02,0.04,0.04341316188481126
AAPL240119C00240000,0.01,0.03,0.03224487461771508
AAPL240119C00245000,0.01,0.02,0.02085184726357492
AAPL240119C00250000,0.01,0.02,0.02169353207596114
AAPL240119C00255000,0.0,0.01,0.010414857630403007
AAPL240119C00260000,0.0,0.01,0.009401864983584196
AAPL240119C00265000,0.0,0.01,0.010075121203193205
AAPL240119C00270000,0.0,0.01,0.010884112345781516
AAPL240119C00275000,0.0,0.01,0.01039861234018108
AAPL240119C00280000,0.0,0.01,0.010093916960872695
AAPL240119C00285000,0.0,0.01,0.009933283343941113
AAPL240119C00290000,0.0,0.01,0.009891441295070302
AAPL240119C00300000,0.0,0.01,0.01009942040938705
AAPL240119C00310000,0.0,0.01,0.008595956745923838
AAPL240119C00320000,0.0,0.01,0.009389207583339942
AAPL240126C00180000,16.8,18.95,19.588890392615298
AAPL240126C00185000,12.8,13.9,14.536723659080252
AAPL240126C00190000,9.15,9.9,10.468277432001997
AAPL240126C00195000,5.85,6.0,6.478886366999603
AAPL240126C00200000,3.1,3.35,3.6937913622198266
AAPL240126C00205000,1.43,1.7,1.9117952143893078
AAPL240126C00210000,0.56,0.72,0.8280954429635266
AAPL240126C00215000,0.12,0.33,0.38352320779871363
AAPL240126C00220000,0.02,0.17,0.19809296455497094
AAPL240126C00240000,0.0,0.08,0.08637123297924543
AAPL240216C00050000,145.75,146.55,146.4994994315472
AAPL240216C00060000,110.75,112.35,136.17407542708776
AAPL240216C00065000,126.35,127.35,131.21274837934507
AAPL240216C00070000,125.95,126.75,126.83669530352302
AAPL240216C00075000,121.0,121.8,121.92121220450593
AAPL240216C00080000,116.1,116.85,117.02842497931442
AAPL240216C00085000,111.15,111.9,112.11294891806502
AAPL240216C00090000,106.2,106.95,107.19583133330843
AAPL240216C00095000,101.25,102.0,102.28012989295306
AAPL240216C00100000,96.35,97.05,97.3851040523196
AAPL240216C00105000,86.85,87.8,91.52213199740359
AAPL240216C00110000,86.45,87.2,87.57434400676313
AAPL240216C00115000,80.0,80.9,81.76133454176421
AAPL240216C00120000,76.55,77.3,77.73891349619907
AAPL240216C00125000,71.6,72.35,72.82085574744063
AAPL240216C00130000,66.7,67.45,67.94812447906891
AAPL240216C00135000,61.85,62.55,63.09844656550703
AAPL240216C00140000,56.85,57.65,58.1779063480152
AAPL240216C00145000,51.95,52.7,53.27910808989586
AAPL240216C00150000,47.25,47.65,48.6122397862371
AAPL240216C00155000,42.4,42.75,43.73475912460765
AAPL240216C00160000,37.55,37.9,38.9004889257495
AAPL240216C00165000,32.8,33.1,34.11075103360699
AAPL240216C00170000,28.1,28.4,29.408871908467177
AAPL240216C00175000,23.6,23.75,24.74885814256774
AAPL240216C00180000,19.25,19.4,20.363284548691098
AAPL240216C00185000,15.15,15.25,16.158861863841892
AAPL240216C00190000,11.45,11.55,12.370541883507201
AAPL240216C00195000,8.2,8.3,9.008357450327978
AAPL240216C00200000,5.5,5.55,6.124567286296951
AAPL240216C00205000,3.4,3.5,3.9317266431905864
AAPL240216C00210000,2.0,2.03,2.3266875121719863
AAPL240216C00215000,1.1,1.13,1.320454586216961
AAPL240216C00220000,0.59,0.61,0.7239905565895981
AAPL240216C00225000,0.33,0.35,0.4195277728897491
AAPL240216C00230000,0.19,0.21,0.25358358563626293
AAPL240216C00235000,0.12,0.14,0.1693616870032182
AAPL240216C00240000,0.08,0.09,0.10852918346516205
AAPL240216C00245000,0.05,0.07,0.08231326598692279
AAPL240216C00250000,0.04,0.05,0.05899895223507157
AAPL240216C00255000,0.02,0.04,0.04649157190824971
AAPL240216C00260000,0.01,0.03,0.034954918765162324
AAPL240216C00265000,0.01,0.03,0.03580380179003595
AAPL240216C00270000,0.01,0.02,0.02269449324062789
AAPL240216C00275000,0.0,0.02,0.022657469479460568
AAPL240216C00280000,0.0,0.02,0.022886332296300105
AAPL240216C00285000,0.0,0.02,0.021836404723643676
AAPL240216C00290000,0.0,0.01,0.010330928776625059
AAPL240216C00295000,0.0,0.01,0.011934540620286371
AAPL240216C00300000,0.0,0.02,0.022988345860535886
AAPL240216C00305000,0.0,0.01,0.01206870539288124
AAPL240216C00310000,0.0,0.01,0.010729014368189571
AAPL240216C00315000,0.0,0.03,0.031688901975005956
AAPL240216C00320000,0.0,0.01,0.011397847664757155
AAPL240315C00050000,145.85,146.65,146.7537806670929
AAPL240315C00055000,140.95,141.7,141.8765966766309
AAPL240315C00060000,136.05,136.8,137.02316664083756
AAPL240315C00065000,131.05,131.85,132.09996994977234
AAPL240315C00070000,126.1,126.95,127.22313364080281
AAPL240315C00075000,121.3,122.0,122.39205894873774
AAPL240315C00080000,116.3,117.05,117.46742899194238
AAPL240315C00085000,111.4,112.2,112.63579408749095
AAPL240315C00090000,106.45,107.25,107.7342845306509
AAPL240315C00095000,101.6,102.35,102.90168061739982
AAPL240315C00100000,96.7,97.45,98.04637621645439
AAPL240315C00105000,91.65,92.55,93.12097206612891
AAPL240315C00110000,86.75,87.6,88.24006195059485
AAPL240315C00115000,81.95,82.7,83.4293962887722
AAPL240315C00120000,77.05,77.8,78.57190240604498
AAPL240315C00125000,72.0,72.95,73.66562687461557
AAPL240315C00130000,67.2,68.05,68.85124633712702
AAPL240315C00135000,62.4,63.15,64.03642069590249
AAPL240315C00140000,57.65,58.05,59.15002924635955
AAPL240315C00145000,52.8,53.2,54.51918564045897
AAPL240315C00150000,47.95,48.35,49.6973085649486
AAPL240315C00155000,43.2,43.55,44.92195319133725
AAPL240315C00160000,38.45,38.8,40.187754895149965
AAPL240315C00165000,33.8,34.1,35.49580281670643
AAPL240315C00170000,29.3,29.5,30.891247589268858
AAPL240315C00175000,24.85,25.05,26.4179368206523
AAPL240315C00180000,20.7,20.8,22.12508648074551
AAPL240315C00185000,16.7,16.85,18.102220043037292
AAPL240315C00190000,13.1,13.2,14.353461470569215
AAPL240315C00195000,9.85,9.95,10.976929104655554
AAPL240315C00200000,7.05,7.15,8.023963384951301
AAPL240315C00205000,4.85,4.9,5.605793861254952
AAPL240315C00210000,3.1,3.2,3.740044236194869
AAPL240315C00215000,1.94,1.97,2.355458648602429
AAPL240315C00220000,1.16,1.19,1.4537583693533946
AAPL240315C00225000,0.68,0.7,0.8732417062177049
AAPL240315C00230000,0.4,0.42,0.5307747565106791
AAPL240315C00235000,0.25,0.26,0.3322286053874155
AAPL240315C00240000,0.16,0.18,0.23222966966496994
AAPL240315C00245000,0.11,0.13,0.16740187830924302
AAPL240315C00250000,0.08,0.09,0.1168057188053746
AAPL240315C00255000,0.06,0.07,0.08858862307763538
AAPL240315C00260000,0.04,0.06,0.0762118318318652
AAPL240315C00265000,0.03,0.05,0.062387332167511245
AAPL240315C00270000,0.02,0.04,0.05017909406775334
AAPL240315C00275000,0.02,0.03,0.03666952951706204
AAPL240315C00280000,0.01,0.03,0.03669905043662358
AAPL240315C00285000,0.01,0.03,0.03709450904304823
AAPL240315C00290000,0.0,0.02,0.02456910608755647
AAPL240315C00300000,0.0,0.02,0.02507833882932131
AAPL240315C00310000,0.0,0.02,0.02460253208140195
AAPL240419C00080000,116.5,118.0,118.31052065300507
AAPL240419C00085000,111.75,112.65,113.33199420761025
AAPL240419C00090000,104.9,106.75,107.14891415684649
AAPL240419C00095000,101.45,102.95,103.47117522501797
AAPL240419C00100000,96.5,98.4,98.77176872424069
AAPL240419C00105000,91.75,93.45,93.97846894202515
AAPL240419C00110000,87.35,88.5,89.34624166118472
AAPL240419C00115000,82.3,83.75,84.50488629369143
AAPL240419C00120000,77.1,79.0,79.59313372411523
AAPL240419C00125000,72.55,74.1,74.91134758876383
AAPL240419C00130000,67.95,68.75,69.99434083627304
AAPL240419C00135000,63.3,64.0,65.33281065479406
AAPL240419C00140000,58.4,59.15,60.85288775672986
AAPL240419C00145000,53.65,54.4,56.140298077300756
AAPL240419C00150000,49.0,49.55,51.32927188129594
AAPL240419C00155000,44.35,44.75,46.56197391168389
AAPL240419C00160000,39.7,40.05,41.880667244696866
AAPL240419C00165000,35.2,35.5,37.33474201372589
AAPL240419C00170000,30.9,31.0,32.826896918084245
AAPL240419C00175000,26.55,26.75,28.54192761624303
AAPL240419C00180000,22.45,22.65,24.38742725301516
AAPL240419C00185000,18.65,18.75,20.40924121219888
AAPL240419C00190000,15.1,15.2,16.74997284552461
AAPL240419C00195000,11.85,11.95,13.36143405730327
AAPL240419C00200000,9.0,9.1,10.348091918683238
AAPL240419C00205000,6.6,6.7,7.763991804557008
AAPL240419C00210000,4.65,4.75,5.621592839596403
AAPL240419C00215000,3.15,3.25,3.933720580884099
AAPL240419C00220000,2.08,2.13,2.6425121937885265
AAPL240419C00225000,1.33,1.37,1.7407451325564232
AAPL240419C00230000,0.85,0.88,1.1433191907211508
AAPL240419C00235000,0.54,0.57,0.7540957313089045
AAPL240419C00240000,0.35,0.37,0.4969443017309487
AAPL240419C00245000,0.23,0.26,0.3532763998001345
AAPL240419C00250000,0.16,0.19,0.25888653338764644
AAPL240419C00255000,0.12,0.14,0.191414014628438
AAPL240419C00260000,0.08,0.1,0.13693795236505402
AAPL240419C00265000,0.06,0.08,0.10968372264144755
AAPL240419C00270000,0.05,0.07,0.09411051100642798
AAPL240419C00275000,0.04,0.06,0.08056972314411404
AAPL240419C00280000,0.0,0.05,0.0674830742171908
AAPL240621C00050000,146.2,147.2,147.70842897905385
AAPL240621C00055000,141.35,142.3,142.9297579749018
AAPL240621C00060000,136.5,137.7,138.28985951270144
AAPL240621C00065000,131.5,132.9,133.4866924833364
AAPL240621C00070000,126.7,127.75,128.612772657563
AAPL240621C00075000,122.1,122.9,123.96988760257071
AAPL240621C00080000,117.2,118.05,119.18747664382005
AAPL240621C00085000,112.35,113.55,114.58881723777178
AAPL240621C00090000,107.5,108.85,109.89597662740455
AAPL240621C00095000,102.6,103.85,105.04128352100037
AAPL240621C00100000,97.95,98.8,100.27741304269584
AAPL240621C00105000,93.15,93.95,95.53448641762331
AAPL240621C00110000,88.35,89.2,90.83768927431603
AAPL240621C00115000,83.55,84.35,86.09089120155544
AAPL240621C00120000,78.2,79.85,81.250584532291
AAPL240621C00125000,74.05,74.8,76.7079757758351
AAPL240621C00130000,69.5,69.9,72.0461788025416
AAPL240621C00135000,64.8,65.15,67.54381257885271
AAPL240621C00140000,60.15,60.5,62.94363876019267
AAPL240621C00145000,55.5,55.85,58.34085354839375
AAPL240621C00150000,50.85,51.3,53.82386928661515
AAPL240621C00155000,46.45,46.7,49.25598480937565
AAPL240621C00160000,42.05,42.3,44.86583156755265
AAPL240621C00165000,37.75,37.95,40.51243505017298
AAPL240621C00170000,33.55,33.8,36.3364527282484
AAPL240621C00175000,29.5,29.75,32.24318134058663
AAPL240621C00180000,25.7,25.85,28.278162212840286
AAPL240621C00185000,22.05,22.15,24.48865314606458
AAPL240621C00190000,18.65,18.75,20.969143185817543
AAPL240621C00195000,15.45,15.55,17.6248813115684
AAPL240621C00200000,12.6,12.7,14.605788965260231
AAPL240621C00205000,10.05,10.15,11.866785251648253
AAPL240621C00210000,7.85,7.95,9.462564416529318
AAPL240621C00215000,6.0,6.1,7.401513518608269
AAPL240621C00220000,4.5,4.6,5.694335943477526
AAPL240621C00225000,3.3,3.4,4.298294139375301
AAPL240621C00230000,2.4,2.43,3.1452474348706474
AAPL240621C00235000,1.72,1.75,2.3116977508934156
AAPL240621C00240000,1.22,1.25,1.6852817816074364
AAPL240621C00245000,0.86,0.89,1.2222927922648061
AAPL240621C00250000,0.61,0.64,0.8951704490468657
AAPL240621C00255000,0.44,0.46,0.6520809181758942
AAPL240621C00260000,0.34,0.35,0.5007760528847882
AAPL240621C00265000,0.24,0.25,0.36383188020126944
AAPL240621C00270000,0.19,0.2,0.2921053395375903
AAPL240621C00275000,0.14,0.17,0.24741914082559013
AAPL240621C00280000,0.12,0.14,0.20345488426393032
AAPL240621C00285000,0.09,0.11,0.16174490301172018
AAPL240621C00290000,0.07,0.1,0.1456021935689158
AAPL240621C00300000,0.05,0.07,0.10220930069170753
AAPL240621C00310000,0.03,0.06,0.08678260051458975
AAPL240621C00320000,0.02,0.04,0.05791195510460212
AAPL240719C00085000,112.3,113.7,114.87706564099179
AAPL240719C00100000,97.6,99.35,100.64900158170568
AAPL240719C00120000,79.3,80.25,82.26432196801575
AAPL240719C00150000,51.75,52.15,54.97987556598332
AAPL240719C00155000,47.3,47.65,50.509033499617004
AAPL240719C00160000,42.95,43.25,46.123687812545725
AAPL240719C00165000,38.75,39.0,41.86680778001897
AAPL240719C00170000,34.6,34.85,37.69402153249354
AAPL240719C00175000,30.65,30.9,33.69651993302918
AAPL240719C00180000,26.85,27.0,29.731930886777064
AAPL240719C00185000,23.25,23.4,26.036074557231743
AAPL240719C00190000,19.85,20.0,22.5147066064915
AAPL240719C00195000,16.7,16.85,19.217538554112025
AAPL240719C00200000,13.8,13.95,16.146050359656655
AAPL240719C00205000,11.25,11.35,13.352298513090687
AAPL240719C00210000,8.95,9.1,10.892435972435194
AAPL240719C00215000,7.0,7.1,8.668722906536132
AAPL240719C00220000,5.35,5.5,6.8483794423264825
AAPL240719C00225000,4.05,4.15,5.281875826200071
AAPL240719C00230000,3.0,3.1,4.03250293795432
AAPL240719C00235000,2.21,2.27,3.020506790677679
AAPL240719C00240000,1.61,1.67,2.269711092763874
AAPL240719C00245000,1.16,1.22,1.6924940914585385
AAPL240719C00250000,0.84,0.9,1.2700564690785932
AAPL240719C00255000,0.61,0.66,0.9468021000853124
AAPL240719C00260000,0.45,0.5,0.7271098054546208
AAPL240719C00265000,0.34,0.38,0.5583768526540798
AAPL240719C00270000,0.25,0.3,0.4443943613848189
AAPL240719C00275000,0.2,0.24,0.35732917078080995
AAPL240719C00280000,0.16,0.2,0.2995807903355283
AAPL240719C00285000,0.02,0.18,0.2668923437890962
AAPL240920C00050000,146.4,148.15,148.71051002374364
AAPL240920C00055000,140.7,143.65,143.77205248675855
AAPL240920C00060000,136.65,138.4,139.24205468669282
AAPL240920C00065000,130.9,133.4,134.05375423136718
AAPL240920C00070000,126.8,129.05,129.90545469952033
AAPL240920C00075000,122.2,124.25,125.32562451171259
AAPL240920C00080000,116.95,119.05,120.26998314601288
AAPL240920C00085000,112.95,114.65,116.13934297631656
AAPL240920C00090000,108.35,110.95,112.05723725063811
AAPL240920C00095000,102.85,105.1,106.58375138171986
AAPL240920C00100000,98.85,100.0,102.13136049568284
AAPL240920C00105000,94.35,95.8,97.85640687789481
AAPL240920C00110000,89.5,91.35,93.30881839123613
AAPL240920C00115000,78.95,79.9,84.43337128383514
AAPL240920C00120000,80.45,81.15,83.90782709346824
AAPL240920C00125000,75.85,76.55,79.71267174567231
AAPL240920C00130000,71.25,71.9,75.15027470615603
AAPL240920C00135000,66.7,67.2,70.5366801449474
AAPL240920C00140000,62.3,62.65,66.05625522397546
AAPL240920C00145000,57.85,58.2,61.65884455916756
AAPL240920C00150000,53.5,53.8,57.30105533647432
AAPL240920C00155000,49.2,49.5,53.027387385096546
AAPL240920C00160000,45.05,45.25,48.790499610639785
AAPL240920C00165000,40.95,41.15,44.680937111692785
AAPL240920C00170000,36.95,37.15,40.653281585473195
AAPL240920C00175000,33.15,33.35,36.80023187412429
AAPL240920C00180000,29.5,29.65,33.02643455507237
AAPL240920C00185000,26.0,26.1,29.3813118848242
AAPL240920C00190000,22.7,22.8,25.956427944695534
AAPL240920C00195000,19.6,19.7,22.706590388364006
AAPL240920C00200000,16.75,16.85,19.68287860533397
