contractSymbol,bid,ask,Predicted Call Price
AAPL231215C00290000,0.0,0.01,0.0008473986812167697
AAPL231215C00295000,0.0,0.01,0.0011519712074363822
AAPL231222C00060000,135.55,136.1,135.80599745958386
AAPL231222C00075000,120.55,121.15,120.83022247633824
AAPL231222C00080000,115.6,116.15,115.85035424687133
AAPL231222C00085000,110.6,111.15,110.8510832710044
AAPL231222C00100000,95.65,96.2,95.89461530518243
AAPL231222C00105000,86.3,86.8,90.74163906784621
AAPL231222C00110000,85.65,86.25,85.9180753516824
AAPL231222C00120000,75.7,76.25,75.9426839954405
AAPL231222C00125000,70.7,71.3,70.9649772707108
AAPL231222C00130000,65.7,66.3,65.96660449139468
AAPL231222C00135000,60.7,61.3,60.96935420061055
AAPL231222C00140000,55.75,56.3,55.99185523764433
AAPL231222C00145000,50.6,51.35,50.953753351858296
AAPL231222C00150000,45.75,46.35,46.017773755248925
AAPL231222C00155000,40.8,41.35,41.04227279530602
AAPL231222C00160000,35.8,36.4,36.06602719247107
AAPL231222C00162500,33.3,33.9,33.56739841631611
AAPL231222C00165000,30.85,31.4,31.090496470523192
AAPL231222C00170000,25.85,26.45,26.116888186339395
AAPL231222C00172500,23.4,23.95,23.879104449703334
AAPL231222C00175000,20.9,21.5,21.427879559461957
AAPL231222C00177500,18.45,19.0,18.932600988898344
AAPL231222C00180000,16.05,16.5,16.43685728261056
AAPL231222C00182500,13.6,13.95,13.897406219602942
AAPL231222C00185000,11.2,11.5,11.4484121916594
AAPL231222C00187500,8.85,9.1,9.04692507715103
AAPL231222C00190000,6.65,6.8,6.7415391332535535
AAPL231222C00192500,4.65,4.75,4.678407808276432
AAPL231222C00195000,2.96,3.05,2.968814172577055
AAPL231222C00197500,1.66,1.71,1.6299440858281287
AAPL231222C00200000,0.82,0.85,0.7838415059734203
AAPL231222C00202500,0.38,0.4,0.3537850448398707
AAPL231222C00205000,0.18,0.19,0.1603097626547303
AAPL231222C00207500,0.09,0.1,0.08081717654634168
AAPL231222C00210000,0.05,0.07,0.05505854814843936
AAPL231222C00212500,0.03,0.05,0.037301912643600055
AAPL231222C00215000,0.02,0.04,0.029324791547139295
AAPL231222C00217500,0.0,0.04,0.029004175196872373
AAPL231222C00220000,0.01,0.03,0.021105238854829622
AAPL231222C00222500,0.0,0.02,0.013925739480391885
AAPL231222C00225000,0.0,0.02,0.013006376903713535
AAPL231222C00230000,0.0,0.02,0.013401556595652786
AAPL231222C00235000,0.0,0.02,0.012876724893722824
AAPL231222C00240000,0.0,0.02,0.012848940113636131
AAPL231222C00250000,0.0,0.01,0.006755114549352181
AAPL231222C00255000,0.0,0.01,0.006304501149351993
AAPL231229C00050000,145.55,146.1,145.82517245819434
AAPL231229C00080000,115.7,116.25,115.96675827570148
AAPL231229C00095000,100.75,101.3,101.01763086440846
AAPL231229C00100000,95.75,96.3,96.01969229510371
AAPL231229C00105000,90.8,91.3,91.04493793884436
AAPL231229C00115000,80.8,81.35,81.07113757017373
AAPL231229C00125000,70.85,71.4,71.12228008299483
AAPL231229C00130000,65.85,66.4,66.12580801674157
AAPL231229C00135000,60.9,61.45,61.172326111602075
AAPL231229C00140000,55.95,56.45,56.19721317122287
AAPL231229C00145000,50.95,51.5,51.22449531677509
AAPL231229C00150000,46.0,46.55,46.27270072645115
AAPL231229C00155000,41.0,41.55,41.276851933112425
AAPL231229C00160000,36.05,36.6,36.326332645077485
AAPL231229C00165000,30.95,31.65,31.627723736014957
AAPL231229C00170000,26.15,26.65,26.633578707495218
AAPL231229C00175000,21.15,21.75,21.73309873933306
AAPL231229C00180000,16.35,16.7,16.693651098919986
AAPL231229C00185000,11.6,11.85,11.843816572696198
AAPL231229C00190000,7.15,7.3,7.283492352818911
AAPL231229C00195000,3.55,3.6,3.5644352440914844
AAPL231229C00200000,1.27,1.29,1.2504562156528607
AAPL231229C00205000,0.34,0.36,0.3349625400502667
AAPL231229C00210000,0.11,0.12,0.10644847477237018
AAPL231229C00215000,0.05,0.06,0.05099213972082861
AAPL231229C00220000,0.03,0.04,0.03411247911443338
AAPL231229C00225000,0.0,0.02,0.016125452323807687
AAPL231229C00230000,0.0,0.02,0.016027522975367803
AAPL231229C00235000,0.0,0.01,0.00784073767465382
AAPL231229C00240000,0.0,0.01,0.007274878562641973
AAPL231229C00245000,0.0,0.01,0.007986097777982926
AAPL231229C00250000,0.0,0.01,0.006974553507118786
AAPL231229C00255000,0.0,0.01,0.0079501967250738
AAPL231229C00265000,0.0,0.01,0.006944201143715745
AAPL240105C00100000,95.7,96.55,96.14168824858352
AAPL240105C00120000,75.8,76.65,76.24738658245525
AAPL240105C00125000,70.85,71.7,71.29731368240304
AAPL240105C00130000,65.85,66.7,66.30116512541247
AAPL240105C00135000,60.8,61.75,61.30570322755608
AAPL240105C00140000,55.9,56.75,56.356330930050234
AAPL240105C00145000,50.95,51.8,51.4068157523358
AAPL240105C00150000,46.0,46.85,46.456970848449686
AAPL240105C00155000,41.0,41.9,41.484303276694874
AAPL240105C00160000,36.05,36.9,36.51248288631635
AAPL240105C00165000,31.1,31.95,31.962809586519597
AAPL240105C00170000,26.15,27.05,27.063813084467938
AAPL240105C00175000,21.5,21.9,21.927848019278457
AAPL240105C00180000,16.65,17.0,17.03065796506874
AAPL240105C00185000,12.0,12.2,12.228546921802092
AAPL240105C00190000,7.7,7.8,7.816516364076421
AAPL240105C00195000,4.1,4.25,4.2445235841504285
AAPL240105C00200000,1.75,1.79,1.7712528249309472
AAPL240105C00205000,0.58,0.61,0.5915167760332167
AAPL240105C00210000,0.19,0.21,0.19883616845980967
AAPL240105C00215000,0.09,0.1,0.09133188946601223
AAPL240105C00220000,0.04,0.06,0.053865867609846685
AAPL240105C00225000,0.01,0.04,0.03514030590584016
AAPL240105C00230000,0.0,0.03,0.025836365628810753
AAPL240105C00235000,0.0,0.02,0.01766752926410431
AAPL240105C00240000,0.0,0.02,0.01692256877702114
AAPL240105C00250000,0.0,0.01,0.00838490500861172
AAPL240105C00260000,0.0,0.01,0.00774017784315667
AAPL240112C00135000,60.9,61.9,61.458548926135094
AAPL240112C00140000,55.95,57.05,56.557235148126466
AAPL240112C00145000,51.0,52.15,51.63291992429376
AAPL240112C00155000,41.1,42.15,41.690156427887246
AAPL240112C00160000,36.3,37.3,37.33703606657133
AAPL240112C00165000,31.35,32.45,32.48713755549312
AAPL240112C00170000,26.65,27.1,27.158604991106586
AAPL240112C00175000,21.75,22.2,22.260114523463187
AAPL240112C00180000,17.0,17.35,17.410384813079077
AAPL240112C00185000,12.45,12.65,12.705872040875988
AAPL240112C00190000,8.25,8.4,8.440288887948086
AAPL240112C00195000,4.8,4.9,4.918095432819783
AAPL240112C00200000,2.3,2.34,2.339617087503825
AAPL240112C00205000,0.88,0.94,0.9315683616317827
AAPL240112C00210000,0.32,0.34,0.3315710867386912
AAPL240112C00215000,0.13,0.15,0.14370899793004366
AAPL240112C00220000,0.06,0.08,0.07490506026397092
AAPL240112C00225000,0.04,0.06,0.05661309272998594
AAPL240112C00230000,0.02,0.05,0.045308826157177684
AAPL240119C00050000,145.75,146.25,146.0264044367114
AAPL240119C00055000,140.8,141.3,141.07847247506402
AAPL240119C00060000,135.8,136.3,136.0837299020373
AAPL240119C00065000,130.85,131.35,131.13426782136867
AAPL240119C00070000,125.9,126.4,126.18587308287701
AAPL240119C00075000,120.95,121.45,121.23892593656859
AAPL240119C00080000,115.95,116.45,116.24317018057599
AAPL240119C00085000,111.0,111.5,111.2960403040486
AAPL240119C00090000,106.05,106.55,106.3475742560766
AAPL240119C00095000,101.05,101.55,101.35405589652929
AAPL240119C00100000,96.1,96.6,96.40659751680886
AAPL240119C00105000,91.15,91.65,91.4586801506006
AAPL240119C00110000,86.2,86.7,86.5103384385265
AAPL240119C00115000,81.2,81.7,81.51678568553942
AAPL240119C00120000,76.25,76.75,76.56935612027728
AAPL240119C00125000,71.3,71.8,71.6219735878017
AAPL240119C00130000,66.35,66.85,66.6750229233533
AAPL240119C00135000,61.4,61.9,61.72766103342671
AAPL240119C00140000,56.45,56.95,56.781886561498936
AAPL240119C00145000,51.7,52.0,51.93039756853699
AAPL240119C00150000,46.55,47.05,46.88889209323773
AAPL240119C00155000,41.6,42.1,41.94129595115518
AAPL240119C00160000,36.65,37.15,37.23542646089794
AAPL240119C00165000,31.75,32.25,32.33706002464777
AAPL240119C00170000,27.0,27.25,27.34200041190843
AAPL240119C00175000,22.2,22.35,22.445087419259806
AAPL240119C00180000,17.35,17.55,17.64375013083574
AAPL240119C00185000,12.85,13.0,13.084036257684545
AAPL240119C00190000,8.75,8.85,8.917138512923941
AAPL240119C00195000,5.25,5.35,5.3938502056715265
AAPL240119C00200000,2.72,2.75,2.7695646106768805
AAPL240119C00205000,1.17,1.2,1.202713250476485
AAPL240119C00210000,0.46,0.47,0.4678483264118398
AAPL240119C00215000,0.19,0.2,0.1958112109691914
AAPL240119C00220000,0.09,0.1,0.09652270062417578
AAPL240119C00225000,0.05,0.07,0.06670537776770402
AAPL240119C00230000,0.04,0.05,0.04781070104228746
AAPL240119C00235000,0.02,0.04,0.037780642215902605
AAPL240119C00240000,0.01,0.03,0.028175721574212886
AAPL240119C00245000,0.01,0.02,0.018217113706260446
AAPL240119C00250000,0.01,0.02,0.019148032866087905
AAPL240119C00255000,0.0,0.01,0.009124506550710565
AAPL240119C00260000,0.0,0.01,0.008284350091029458
AAPL240119C00265000,0.0,0.01,0.008949818778078822
AAPL240119C00270000,0.0,0.01,0.009738654550727754
AAPL240119C00275000,0.0,0.01,0.009345024463818186
AAPL240119C00280000,0.0,0.01,0.009108722032461547
AAPL240119C00285000,0.0,0.01,0.008998749398691497
AAPL240119C00290000,0.0,0.01,0.008993841378009487
AAPL240119C00300000,0.0,0.01,0.009245108848754263
AAPL240119C00310000,0.0,0.01,0.0078957293968345
AAPL240119C00320000,0.0,0.01,0.008673887557866133
AAPL240126C00180000,16.8,18.95,19.041693362144656
AAPL240126C00185000,12.8,13.9,13.998202841604353
AAPL240126C00190000,9.15,9.9,9.979846398652413
AAPL240126C00195000,5.85,6.0,6.06405414376745
AAPL240126C00200000,3.1,3.35,3.3880177539052028
AAPL240126C00205000,1.43,1.7,1.7160650765024812
AAPL240126C00210000,0.56,0.72,0.7234392973193735
AAPL240126C00215000,0.12,0.33,0.3292814550579113
AAPL240126C00220000,0.02,0.17,0.16861044643261458
AAPL240126C00240000,0.0,0.08,0.07584534167368728
AAPL240216C00050000,145.75,146.55,146.21589625505973
AAPL240216C00060000,110.75,112.35,135.82003596349261
AAPL240216C00065000,126.35,127.35,130.829205627117
AAPL240216C00070000,125.95,126.75,126.44291863383324
AAPL240216C00075000,121.0,121.8,121.50023509623382
AAPL240216C00080000,116.1,116.85,116.58100431334006
AAPL240216C00085000,111.15,111.9,111.63867836947013
AAPL240216C00090000,106.2,106.95,106.69485660308317
AAPL240216C00095000,101.25,102.0,101.75270084179705
AAPL240216C00100000,96.35,97.05,96.83206993946833
AAPL240216C00105000,86.85,87.8,90.90256293611206
AAPL240216C00110000,86.45,87.2,86.97039168407996
AAPL240216C00115000,80.0,80.9,81.09501793920512
AAPL240216C00120000,76.55,77.3,77.0846738132695
AAPL240216C00125000,71.6,72.35,72.14210085325166
AAPL240216C00130000,66.7,67.45,67.24701947864685
AAPL240216C00135000,61.85,62.55,62.37656977525377
AAPL240216C00140000,56.85,57.65,57.433484887248696
AAPL240216C00145000,51.95,52.7,52.513918168899835
AAPL240216C00150000,47.25,47.65,47.83676409373041
AAPL240216C00155000,42.4,42.75,42.94249062729949
AAPL240216C00160000,37.55,37.9,38.095270440791325
AAPL240216C00165000,32.8,33.1,33.297276522298574
AAPL240216C00170000,28.1,28.4,28.594713504194942
AAPL240216C00175000,23.6,23.75,23.941183814568745
AAPL240216C00180000,19.25,19.4,19.58034585975517
AAPL240216C00185000,15.15,15.25,15.416732205812707
AAPL240216C00190000,11.45,11.55,11.6933747049397
AAPL240216C00195000,8.2,8.3,8.418000637466378
AAPL240216C00200000,5.5,5.55,5.640054160190957
AAPL240216C00205000,3.4,3.5,3.5621914730257487
AAPL240216C00210000,2.0,2.03,2.068121508274494
AAPL240216C00215000,1.1,1.13,1.152020761031899
AAPL240216C00220000,0.59,0.61,0.6205288766037675
AAPL240216C00225000,0.33,0.35,0.35527654200263825
AAPL240216C00230000,0.19,0.21,0.21297258487120985
AAPL240216C00235000,0.12,0.14,0.141847671321913
AAPL240216C00240000,0.08,0.09,0.09048877654915355
AAPL240216C00245000,0.05,0.07,0.06880244953562009
AAPL240216C00250000,0.04,0.05,0.049302735778048445
AAPL240216C00255000,0.02,0.04,0.038960650823027354
AAPL240216C00260000,0.01,0.03,0.029313726268276552
AAPL240216C00265000,0.01,0.03,0.03032799729909219
AAPL240216C00270000,0.01,0.02,0.019122147006124357
AAPL240216C00275000,0.0,0.02,0.019240353788610665
AAPL240216C00280000,0.0,0.02,0.019575934803261363
AAPL240216C00285000,0.0,0.02,0.018772260904784455
AAPL240216C00290000,0.0,0.01,0.008769079427721621
AAPL240216C00295000,0.0,0.01,0.010225112135488101
AAPL240216C00300000,0.0,0.02,0.02009390992072413
AAPL240216C00305000,0.0,0.01,0.010446626540092208
AAPL240216C00310000,0.0,0.01,0.00930452059241929
AAPL240216C00315000,0.0,0.03,0.028205688854021305
AAPL240216C00320000,0.0,0.01,0.009975200112324334
AAPL240315C00050000,145.85,146.65,146.35541204488507
AAPL240315C00055000,140.95,141.7,141.43978662318827
AAPL240315C00060000,136.05,136.8,136.54885746769233
AAPL240315C00065000,131.05,131.85,131.58619670650245
AAPL240315C00070000,126.1,126.95,126.67157624085807
AAPL240315C00075000,121.3,122.0,121.80450311369292
AAPL240315C00080000,116.3,117.05,116.84101837336117
AAPL240315C00085000,111.4,112.2,111.97402102410456
AAPL240315C00090000,106.45,107.25,107.03504030301553
AAPL240315C00095000,101.6,102.35,102.16782660827357
AAPL240315C00100000,96.7,97.45,97.27753852233965
AAPL240315C00105000,91.65,92.55,92.31493637778523
AAPL240315C00110000,86.75,87.6,87.39900143832129
AAPL240315C00115000,81.95,82.7,82.55675969223203
AAPL240315C00120000,77.05,77.8,77.6665201209974
AAPL240315C00125000,72.0,72.95,72.7261988452911
AAPL240315C00130000,67.2,68.05,67.88266173720605
AAPL240315C00135000,62.4,63.15,63.03983357811987
AAPL240315C00140000,57.65,58.05,58.12351418526961
AAPL240315C00145000,52.8,53.2,53.47620547649049
AAPL240315C00150000,47.95,48.35,48.63115504062458
AAPL240315C00155000,43.2,43.55,43.837302964797686
AAPL240315C00160000,38.45,38.8,39.089767763101975
AAPL240315C00165000,33.8,34.1,34.390627566879175
AAPL240315C00170000,29.3,29.5,29.788406684526194
AAPL240315C00175000,24.85,25.05,25.3304564378943
AAPL240315C00180000,20.7,20.8,21.06966129286579
AAPL240315C00185000,16.7,16.85,17.100048745761413
AAPL240315C00190000,13.1,13.2,13.42599138705826
AAPL240315C00195000,9.85,9.95,10.147255899713926
AAPL240315C00200000,7.05,7.15,7.312689956458755
AAPL240315C00205000,4.85,4.9,5.026531433916233
AAPL240315C00210000,3.1,3.2,3.294050722207679
AAPL240315C00215000,1.94,1.97,2.0332194875538008
AAPL240315C00220000,1.16,1.19,1.231247385103451
AAPL240315C00225000,0.68,0.7,0.7260205866617859
AAPL240315C00230000,0.4,0.42,0.43453325492268746
AAPL240315C00235000,0.25,0.26,0.2687936297131239
AAPL240315C00240000,0.16,0.18,0.18712092141295766
AAPL240315C00245000,0.11,0.13,0.1345807636551024
AAPL240315C00250000,0.08,0.09,0.09352691869662655
AAPL240315C00255000,0.06,0.07,0.07094517175339066
AAPL240315C00260000,0.04,0.06,0.06137798998147459
AAPL240315C00265000,0.03,0.05,0.050376047807148217
AAPL240315C00270000,0.02,0.04,0.040575309633485546
AAPL240315C00275000,0.02,0.03,0.02957119839847322
AAPL240315C00280000,0.01,0.03,0.029868059050591977
AAPL240315C00285000,0.01,0.03,0.030449918338038118
AAPL240315C00290000,0.0,0.02,0.020031126475139938
AAPL240315C00300000,0.0,0.02,0.020745309411197954
AAPL240315C00310000,0.0,0.02,0.020576177998001433
AAPL240419C00080000,116.5,118.0,117.47865908493965
AAPL240419C00085000,111.75,112.65,112.44522693710412
AAPL240419C00090000,104.9,106.75,106.1345115034304
AAPL240419C00095000,101.45,102.95,102.4792209076569
AAPL240419C00100000,96.5,98.4,97.73880641306201
AAPL240419C00105000,91.75,93.45,92.90087543198094
AAPL240419C00110000,87.35,88.5,88.23252456203446
AAPL240419C00115000,82.3,83.75,83.34621556871163
AAPL240419C00120000,77.1,79.0,78.3870072176011
AAPL240419C00125000,72.55,74.1,73.67039124988061
AAPL240419C00130000,67.95,68.75,68.70810288215955
AAPL240419C00135000,63.3,64.0,64.01612448040613
AAPL240419C00140000,58.4,59.15,59.51704713058335
AAPL240419C00145000,53.65,54.4,54.7759490458984
AAPL240419C00150000,49.0,49.55,49.93429083357478
AAPL240419C00155000,44.35,44.75,45.14203238861214
AAPL240419C00160000,39.7,40.05,40.444608644218874
AAPL240419C00165000,35.2,35.5,35.89508095480345
AAPL240419C00170000,30.9,31.0,31.392344023637392
AAPL240419C00175000,26.55,26.75,27.131655497086555
AAPL240419C00180000,22.45,22.65,23.017112502357307
AAPL240419C00185000,18.65,18.75,19.09796049355495
AAPL240419C00190000,15.1,15.2,15.522014113599411
AAPL240419C00195000,11.85,11.95,12.238533764712756
AAPL240419C00200000,9.0,9.1,9.35173630496017
AAPL240419C00205000,6.6,6.7,6.910381195143202
AAPL240419C00210000,4.65,4.75,4.918659729959394
AAPL240419C00215000,3.15,3.25,3.3786310476094528
AAPL240419C00220000,2.08,2.13,2.223946653405612
AAPL240419C00225000,1.33,1.37,1.436139688915425
AAPL240419C00230000,0.85,0.88,0.926371094096865
AAPL240419C00235000,0.54,0.57,0.601371285018109
AAPL240419C00240000,0.35,0.37,0.3906131220486806
AAPL240419C00245000,0.23,0.26,0.2755646324853078
AAPL240419C00250000,0.16,0.19,0.20091046302257176
AAPL240419C00255000,0.12,0.14,0.14790566143317818
AAPL240419C00260000,0.08,0.1,0.10515194682229145
AAPL240419C00265000,0.06,0.08,0.08428005982286679
AAPL240419C00270000,0.05,0.07,0.07261466403668759
AAPL240419C00275000,0.04,0.06,0.06237859478036101
AAPL240419C00280000,0.0,0.05,0.05233933879631847
AAPL240621C00050000,146.2,147.2,146.9274913537916
AAPL240621C00055000,141.35,142.3,142.07427163508245
AAPL240621C00060000,136.5,137.7,137.36764502875033
AAPL240621C00065000,131.5,132.9,132.4899271757646
AAPL240621C00070000,126.7,127.75,127.53813884181781
AAPL240621C00075000,122.1,122.9,122.83070034142166
AAPL240621C00080000,117.2,118.05,117.97686464837683
AAPL240621C00085000,112.35,113.55,113.3178836455033
AAPL240621C00090000,107.5,108.85,108.56050361857368
AAPL240621C00095000,102.6,103.85,103.63316469603272
AAPL240621C00100000,97.95,98.8,98.80281206940563
AAPL240621C00105000,93.15,93.95,93.99584649783242
AAPL240621C00110000,88.35,89.2,89.23917802017719
AAPL240621C00115000,83.55,84.35,84.43104404709317
AAPL240621C00120000,78.2,79.85,79.52518798382418
AAPL240621C00125000,74.05,74.8,74.93781715172994
AAPL240621C00130000,69.5,69.9,70.22607032718518
AAPL240621C00135000,64.8,65.15,65.68647268607508
AAPL240621C00140000,60.15,60.5,61.04603653955799
AAPL240621C00145000,55.5,55.85,56.40644974886803
AAPL240621C00150000,50.85,51.3,51.86220785141799
AAPL240621C00155000,46.45,46.7,47.268952518980015
AAPL240621C00160000,42.05,42.3,42.87006188922862
AAPL240621C00165000,37.75,37.95,38.516889320000345
AAPL240621C00170000,33.55,33.8,34.35892091205501
AAPL240621C00175000,29.5,29.75,30.296931666262154
AAPL240621C00180000,25.7,25.85,26.379863675580992
AAPL240621C00185000,22.05,22.15,22.657786248754633
AAPL240621C00190000,18.65,18.75,19.22818304464323
AAPL240621C00195000,15.45,15.55,15.992671833638411
AAPL240621C00200000,12.6,12.7,13.102822906068596
AAPL240621C00205000,10.05,10.15,10.509571154090153
AAPL240621C00210000,7.85,7.95,8.26330818723335
AAPL240621C00215000,6.0,6.1,6.366105434976049
AAPL240621C00220000,4.5,4.6,4.820728804611285
AAPL240621C00225000,3.3,3.4,3.5786208506680453
AAPL240621C00230000,2.4,2.43,2.5700568004095885
AAPL240621C00235000,1.72,1.75,1.8573922319372684
AAPL240621C00240000,1.22,1.25,1.3320671314480244
AAPL240621C00245000,0.86,0.89,0.9510661647328931
AAPL240621C00250000,0.61,0.64,0.6870541759995117
AAPL240621C00255000,0.44,0.46,0.49387266731967294
AAPL240621C00260000,0.34,0.35,0.37628245576608954
AAPL240621C00265000,0.24,0.25,0.2700846960094392
AAPL240621C00270000,0.19,0.2,0.21607552161753762
AAPL240621C00275000,0.14,0.17,0.18311983783820907
AAPL240621C00280000,0.12,0.14,0.15029157659348735
AAPL240621C00285000,0.09,0.11,0.11895532706859191
AAPL240621C00290000,0.07,0.1,0.10752544338882175
AAPL240621C00300000,0.05,0.07,0.07530870369424991
AAPL240621C00310000,0.03,0.06,0.0644967259821767
AAPL240621C00320000,0.02,0.04,0.04276215942856998
AAPL240719C00085000,112.3,113.7,113.42661864457381
AAPL240719C00100000,97.6,99.35,98.96850105870868
AAPL240719C00120000,79.3,80.25,80.33782924900729
AAPL240719C00150000,51.75,52.15,52.78525057988864
AAPL240719C00155000,47.3,47.65,48.29012777531422
AAPL240719C00160000,42.95,43.25,43.89233041445526
AAPL240719C00165000,38.75,39.0,39.6381846349188
AAPL240719C00170000,34.6,34.85,35.48140262522723
AAPL240719C00175000,30.65,30.9,31.518843978936076
AAPL240719C00180000,26.85,27.0,27.60176844386551
AAPL240719C00185000,23.25,23.4,23.977506477593565
AAPL240719C00190000,19.85,20.0,20.547098860013577
AAPL240719C00195000,16.7,16.85,17.36135151360881
AAPL240719C00200000,13.8,13.95,14.420575206533726
AAPL240719C00205000,11.25,11.35,11.775319506717906
AAPL240719C00210000,8.95,9.1,9.477227111805362
AAPL240719C00215000,7.0,7.1,7.42568703200142
AAPL240719C00220000,5.35,5.5,5.776650888084944
AAPL240719C00225000,4.05,4.15,4.3794379003597115
AAPL240719C00230000,3.0,3.1,3.286677548303416
AAPL240719C00235000,2.21,2.27,2.4176717684143014
AAPL240719C00240000,1.61,1.67,1.7869829280430096
AAPL240719C00245000,1.16,1.22,1.3111124110156425
AAPL240719C00250000,0.84,0.9,0.9697118378734704
AAPL240719C00255000,0.61,0.66,0.7126759235755156
AAPL240719C00260000,0.45,0.5,0.5415672840595676
AAPL240719C00265000,0.34,0.38,0.4117515469472819
AAPL240719C00270000,0.25,0.3,0.3256286302104945
AAPL240719C00275000,0.2,0.24,0.26045857915533954
AAPL240719C00280000,0.16,0.2,0.2179967058457426
AAPL240719C00285000,0.02,0.18,0.19479308969228581
AAPL240920C00050000,146.4,148.15,147.60461453760146
AAPL240920C00055000,140.7,143.65,142.5435118691504
AAPL240920C00060000,136.65,138.4,137.92011585778607
AAPL240920C00065000,130.9,133.4,132.59066495516865
AAPL240920C00070000,126.8,129.05,128.38045770420953
AAPL240920C00075000,122.2,124.25,123.70720736250337
AAPL240920C00080000,116.95,119.05,118.52391629282124
AAPL240920C00085000,112.95,114.65,114.33631847557568
AAPL240920C00090000,108.35,110.95,110.1999572438844
AAPL240920C00095000,102.85,105.1,104.57476028259114
AAPL240920C00100000,98.85,100.0,100.04656286800034
AAPL240920C00105000,94.35,95.8,95.71083434049784
AAPL240920C00110000,89.5,91.35,91.0844692829789
AAPL240920C00115000,78.95,79.9,81.60132241325809
AAPL240920C00120000,80.45,81.15,81.51078983709694
AAPL240920C00125000,75.85,76.55,77.27154312591445
AAPL240920C00130000,71.25,71.9,72.641100569905
AAPL240920C00135000,66.7,67.2,67.95955860164278
AAPL240920C00140000,62.3,62.65,63.42548758259022
AAPL240920C00145000,57.85,58.2,58.98555493043247
AAPL240920C00150000,53.5,53.8,54.59375793343615
AAPL240920C00155000,49.2,49.5,50.298414955958734
AAPL240920C00160000,45.05,45.25,46.04958883786077
AAPL240920C00165000,40.95,41.15,41.944606852486515
AAPL240920C00170000,36.95,37.15,37.93563154863348
AAPL240920C00175000,33.15,33.35,34.12121839225314
AAPL240920C00180000,29.5,29.65,30.40096533570795
AAPL240920C00185000,26.0,26.1,26.82758738256028
AAPL240920C00190000,22.7,22.8,23.496150506384282
AAPL240920C00195000,19.6,19.7,20.35871294305329
AAPL240920C00200000,16.75,16.85,17.466395205846453
